ID,LX,LY,Hmax,Gele,lowBranch,crownV,H,DBH,Volume,Biomass,species_name,species_code
229976,399617.93,6786022.49,17.82831731,136.8516827,2.539942649,117.9237113,18.58573347,17.94641071,0.235399672,114.9429482,Deciduous tree (Birch),3
229977,399619.02,6786014.31,13.87575372,136.6242463,3.627671307,45.10591712,14.39103294,15.86084722,0.143229346,85.78070398,Scots pine,1
230046,399619.86,6786073.84,25.05371298,134.516287,2.872332312,620.9141918,25.56097937,29.39135238,0.805197533,377.4120295,Deciduous tree (Birch),3
230047,399619.5,6786066.31,20.26525,135.73475,2.495873601,316.0673359,21.28680661,23.16253849,0.440065479,201.8229905,Scots pine,1
230089,399620.94,6786028.0,15.4012311,136.6387689,2.924899315,157.6028707,15.58996905,17.16252937,0.189468372,105.0472456,Scots pine,1
230111,399621.69,6786017.47,19.18983282,136.3401672,2.897336143,327.7519489,20.25145238,26.32264901,0.501990412,227.3011864,Scots pine,1
230130,399622.06,6786009.95,19.8825,136.4275,3.128341292,287.5565732,20.64072698,20.8871373,0.350921803,195.6855561,Deciduous tree (Birch),3
230160,399621.83,6786063.4,21.3970582,135.7329418,3.642533896,510.7977902,22.20028651,23.30762368,0.477032255,240.7488467,Deciduous tree (Birch),3
230161,399622.0,6786057.36,18.63544776,135.9745522,2.928988797,181.8939342,19.46917169,22.29282698,0.354910429,161.353602,Scots pine,1
230162,399621.83,6786033.36,18.06706425,136.5529358,4.352049622,191.2450264,18.99408915,20.56312817,0.287070764,171.2258161,Norway Spruce,2
230178,399622.89,6786040.63,14.46045198,135.999548,2.867465294,115.6776066,15.04338303,17.86760833,0.193401574,92.53162384,Scots pine,1
230201,399622.75,6786045.07,13.10813868,135.6418613,4.844212389,36.81928289,13.9029377,15.60573313,0.156585539,73.958913,Scots pine,1
230228,399623.74,6786005.28,17.0354536,135.9045464,3.286117668,193.0846186,17.96583108,21.68219722,0.297821576,142.6191914,Scots pine,1
230248,399623.49,6786069.87,21.59750788,134.8724921,2.429462433,320.0208006,21.95321071,22.25111468,0.408099428,237.8286154,Scots pine,1
230249,399624.28,6786036.41,17.43416364,136.5858364,2.391036777,91.12985845,18.18397249,18.37562897,0.250753067,104.7440098,Scots pine,1
230250,399624.73,6786000.2,16.88976142,135.7802386,6.504596588,106.7161572,17.65294907,17.54686944,0.237640873,151.7607876,Norway Spruce,2
230295,399624.62,6786079.79,21.33331948,134.0766805,3.578244504,179.0140704,21.9890381,23.16444762,0.446826539,214.9463039,Deciduous tree (Birch),3
230296,399625.69,6786033.88,16.74754282,136.7524572,2.998784976,100.4459359,17.62837712,20.77814899,0.284560914,150.3261802,Scots pine,1
230312,399625.31,6786038.23,17.61521739,136.5347826,2.407244643,326.025647,18.67504458,24.12970873,0.399245051,222.1996024,Scots pine,1
230333,399626.08,6786074.23,17.45492839,134.3150716,6.641066717,131.706974,18.43856984,19.14678135,0.254747588,178.0216622,Deciduous tree (Birch),3
